Item Name,Item Category/Brand,Regular Price,Sale Price,Total Sale Discount,Discount Ratio
Cleaning Double Strength Vinegar,Allen's,$3.99,$2.99,$1.00,0.2506
Corn Bran Squares Cereal,Quaker,$3.99,$2.99,$1.00,0.2506
Dark Chocolate Tim Tam Cookies,Arnott's,$3.99,$2.99,$1.00,0.2506
Fruit Punch Juice,Minute Maid,$3.99,$2.99,$1.00,0.2506
Life Original Cereal,Quaker,$3.99,$2.99,$1.00,0.2506
Maple and Brown Sugar Oatmeal Squares Cereal,Quaker,$3.99,$2.99,$1.00,0.2506
Multigrain Life Cereal,Quaker,$3.99,$2.99,$1.00,0.2506
Oatmeal Squares Cereal,Quaker,$3.99,$2.99,$1.00,0.2506
Vegetable Cocktail Juice,V8,$3.99,$2.99,$1.00,0.2506
White Vinegar,Allen's,$3.99,$2.99,$1.00,0.2506
Simply Hot Chocolate,Carnation,$5.99,$4.49,$1.50,0.2504
Organic Hazelnut Spread,Penotti,$7.99,$5.99,$2.00,0.2503
Zero Ultra Energy Drink,Monster,$11.99,$8.99,$3.00,0.2502
100% Whole Grain Instant Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
3 Flavors Instant Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
All Dressed Potato Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
BBQ Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Dino Eggs Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
Flamin Hot BBQ Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Gouda And Chives Popcorn,Smartfood,$3.99,$3.00,$0.99,0.2481
Gratin Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Instant Cookies And Cream Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
Jalapeno & Cheddar Popcorn,Smartfood,$3.99,$3.00,$0.99,0.2481
Jalapeno Cheddar Potato Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Lightly Salted Potato Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Lightly Sweetened Apple Cinnamon Instant Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
Maple Brown Sugar Instant Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
Movie Night Buttery Popcorn,Smartfood,$3.99,$3.00,$0.99,0.2481
Old Fashioned Large Oats,Quaker,$3.99,$3.00,$0.99,0.2481
One Minute Oats,Quaker,$3.99,$3.00,$0.99,0.2481
Peaches & Cream Instant Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
Quick Oats,Quaker,$3.99,$3.00,$0.99,0.2481
Regular Instant Oatmeal,Quaker,$3.99,$3.00,$0.99,0.2481
Regular Potato Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Salt & Vinegar Potato Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Smokehouse BBQ Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Sour Cream & Onion Popcorn,Smartfood,$3.99,$3.00,$0.99,0.2481
Sour Cream & Onion Potato Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
Steel Cut Quick Oats,Quaker,$3.99,$3.00,$0.99,0.2481
Sweet And Spicy Potato Chips,Ruffles,$3.99,$3.00,$0.99,0.2481
White Cheddar Popcorn,Smartfood,$3.99,$3.00,$0.99,0.2481
Diced Mild Tomatoes,Rotel,$1.99,$1.50,$0.49,0.2462
Diced Original Tomatoes,Rotel,$1.99,$1.50,$0.49,0.2462
Pitted Ripe Medium Olives,Unico,$1.99,$1.50,$0.49,0.2462
Sliced Ripe Medium Olives,Unico,$1.99,$1.50,$0.49,0.2462
2x 38 Use Liquid Laundry Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
2x 38 Use Liquid Laundry Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Absolute Clean Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Baby Dill Garlic 50% Less Salt Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Baby Dill Ultimate Garlic Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Cold Water 38 loads Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Dark Fabrics Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Extra Light Olive Oil,Sensations,$5.29,$3.99,$1.30,0.2457
Garlic Baby Dill Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
HE Laundry detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Laundry Delicate Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Liquid Hypoallergenic 2x Utra Unscented Laundry de...,La Parisienne,$5.29,$3.99,$1.30,0.2457
Odor Eliminator Detergent,La Parisienne,$5.29,$3.99,$1.30,0.2457
Pure Olive Oil,Sensations,$5.29,$3.99,$1.30,0.2457
Sweet Mix Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Taco Hard Dinner Kit,Old El Paso,$5.29,$3.99,$1.30,0.2457
Tangy Baby Dill Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Yum Yum Sweet Pickles,Bick's,$5.29,$3.99,$1.30,0.2457
Almond Oat Cookies,Leclerc,$3.69,$2.79,$0.90,0.2439
Chocolate Heart Cookies,Leclerc,$3.69,$2.79,$0.90,0.2439
Whole Pickled Red Baby Beets,Kuehne,$3.69,$2.79,$0.90,0.2439
Everyday Gourmet Creamy Thai Chicken & Rice Soup,Campbell's,$3.29,$2.49,$0.80,0.2432
Everyday Gourmet Moroccan Vegetable Soup,Campbell's,$3.29,$2.49,$0.80,0.2432
Everyday Gourmet Tuscan Meatball Soup,Campbell's,$3.29,$2.49,$0.80,0.2432
Low Sodium Skipjack Flaked Tuna,Clover Leaf,$2.19,$1.66,$0.53,0.2420
Skipjack In Water Chunk Light Tuna,Clover Leaf,$2.19,$1.66,$0.53,0.2420
Skipjack in Water Flaked Light Tuna,Clover Leaf,$2.19,$1.66,$0.53,0.2420
Herb & Garlic Vinta Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Jumbo Shells Pasta,Lancia,$3.29,$2.50,$0.79,0.2401
Lasagna Pasta,Lancia,$3.29,$2.50,$0.79,0.2401
Plum Dipping Sauce,VH,$3.29,$2.50,$0.79,0.2401
Vinta Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Vinta Roasted Red Pepper Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Vinta Squares Crackers,Dare,$3.29,$2.50,$0.79,0.2401
Aero Bubbles Milk Pouch Chocolate,Nestle,$4.59,$3.49,$1.10,0.2397
Pad Thai Noodles,A Taste Of Thai,$4.59,$3.49,$1.10,0.2397
Rice Noodles,A Taste Of Thai,$4.59,$3.49,$1.10,0.2397
Accents Petite Cut Garlic Olive Oil Tomatoes,Aylmer,$2.19,$1.67,$0.52,0.2374
Bear Paws Mini Molasses Cookies,Dare,$3.59,$2.75,$0.84,0.2340
Bear Paws Minis Oatmeal Chocolate Chip Cookies,Dare,$3.59,$2.75,$0.84,0.2340
Beef Bouillon Concentrate,Knorr,$4.29,$3.29,$1.00,0.2331
Beef Homestyle Stock,Knorr,$4.29,$3.29,$1.00,0.2331
Chicken Concentrate Bouillon,Bovril,$4.29,$3.29,$1.00,0.2331
Chicken Homestyle Stock,Knorr,$4.29,$3.29,$1.00,0.2331
Homestyle Chicken Reduced Sodium Stock,Knorr,$4.29,$3.29,$1.00,0.2331
Sans Gluten Panko,Haiku,$4.29,$3.29,$1.00,0.2331
Vegetable Homestyle Stock,Knorr,$4.29,$3.29,$1.00,0.2331
vegetables Concentrated bouillon,Bovril,$4.29,$3.29,$1.00,0.2331
Caramel Single Chocolate Bar,Twix,$1.29,$0.99,$0.30,0.2326
Carbonated Orange Spring Water,Eska,$1.29,$0.99,$0.30,0.2326
Chocolate Bar,Snickers,$1.29,$0.99,$0.30,0.2326
Maple Syrup Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Minis Tube M&M's,Mars,$1.29,$0.99,$0.30,0.2326
Natural Spring Water,Eska,$1.29,$0.99,$0.30,0.2326
Pork & Molasses Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Pork In Tomato Sauce Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Regular Chocolate Bar,Mars,$1.29,$0.99,$0.30,0.2326
Tomato Sauce Beans,Compliments,$1.29,$0.99,$0.30,0.2326
Black Pepper Green Pea Crisps,Snapea Crisps,$2.59,$1.99,$0.60,0.2317
Original Green Pea Crisps,Snapea Crisps,$2.59,$1.99,$0.60,0.2317
Sweet Green Relish,Compliments,$2.59,$1.99,$0.60,0.2317
Tomato Juice,Heinz,$2.59,$1.99,$0.60,0.2317
Nesquik Chocolate 1/3 Less Sugar Powder,Nestle,$5.19,$3.99,$1.20,0.2312
Nesquik Chocolate 1/3 Less Sugar Syrup,Nestle,$5.19,$3.99,$1.20,0.2312
Nesquik Chocolate Bunny Syrup,Nestle,$5.19,$3.99,$1.20,0.2312
Nesquik Strawberry 1/3 Less Sugar Syrup,Nestle,$5.19,$3.99,$1.20,0.2312
Vegetable Cookware Coating,Pam,$5.19,$3.99,$1.20,0.2312
Mountain Breeze Freshmatic Kit,Airwick,$12.99,$9.99,$3.00,0.2309
Classic Potato Chips,Lay's,$3.89,$3.00,$0.89,0.2288
Poppables Sea Salt Potato Chips,Lay's,$3.89,$3.00,$0.89,0.2288
Alphabets Pasta,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Cheese And Tomato Kraft Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Extra Creamy Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Original Macaroni & Cheese,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Original Whole Wheat Macaroni & Cheese Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Sharp Cheddar Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Smart Original Macaroni and Cheese,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Spicy Cheddar Noodles,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Spirals Noodles,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Three Cheese Dinner,Kraft,$2.29,$1.77,$0.52,0.2271
Three Cheese Pasta,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Underwater Creatures Noodles,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
White Cheddar Pasta,Kraft Dinner,$2.29,$1.77,$0.52,0.2271
Calorie Wise Miracle Whip,Kraft,$5.79,$4.49,$1.30,0.2245
Luncheon Meat,Kam,$5.79,$4.49,$1.30,0.2245
Made With Olive Oil Miracle Whip,Kraft,$5.79,$4.49,$1.30,0.2245
Regular Miracle Whip,Kraft,$5.79,$4.49,$1.30,0.2245
Whole Pinto Beans,La Costena,$1.79,$1.39,$0.40,0.2235
Creamy Peanut Butter,Jif,$4.49,$3.49,$1.00,0.2227
Gourmet Original Popcorn,Orville Redenbacher,$4.49,$3.49,$1.00,0.2227
Mint 2 Ways Chocolate Bar,Kit Kat,$4.49,$3.49,$1.00,0.2227
Natural Spring Water,Eska,$4.49,$3.49,$1.00,0.2227
Natural Spring Water,Eska,$4.49,$3.49,$1.00,0.2227
Smarties Snax Chocolate,Nestle,$4.49,$3.49,$1.00,0.2227
Carnation Rich Hot Chocolate Pods,Nestle,$8.99,$6.99,$2.00,0.2225
Just Right Jumbo Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Raisin Bran Jumbo Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Special K Red Berries Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Vector Cereal,Kellogg's,$8.99,$6.99,$2.00,0.2225
Chicken Noodle Low Sodium 4 Pack Soup Mix,Lipton,$3.19,$2.49,$0.70,0.2194
Minced Garlic,Tosca,$3.19,$2.50,$0.69,0.2163
Quinoa Seeds,Zinda,$2.79,$2.19,$0.60,0.2151
With Vegetables Pilaf,Zinda,$2.79,$2.19,$0.60,0.2151
Max Garden Disinfectant Spray,Lysol,$6.99,$5.49,$1.50,0.2146
Sweet & Salty Peanut Granola Bars,Nature Valley,$13.99,$10.99,$3.00,0.2144
Flo-Thru Deodorizer,Arm & Hammer,$1.89,$1.49,$0.40,0.2116
Premium Extra Virgin Olive Oil,O-Live & Co,$9.49,$7.49,$2.00,0.2107
Pasteurized White Liquid Bear Honey,Compliments,$4.79,$3.79,$1.00,0.2088
Powerball Quantum Ultimate Dish Cleaning Detergent,Finish,$23.99,$18.99,$5.00,0.2084
Quantum Our Best Clean And Shine Dishwasher Deterg...,Finish,$23.99,$18.99,$5.00,0.2084
Kit Kat King Size Chocolate Bar,Nestle,$1.89,$1.50,$0.39,0.2063
Smarties Snax Chocolate,Nestle,$1.89,$1.50,$0.39,0.2063
Original Roast Coffee,Compliments,$8.79,$6.99,$1.80,0.2048
Rich Dark Roast Coffee,Compliments,$8.79,$6.99,$1.80,0.2048
Original Potato Chips,Pringles,$0.99,$0.79,$0.20,0.2020
Diced Tomatoes,Aylmer,$2.09,$1.67,$0.42,0.2010
3 bread  Butter Garlic Croutons,Grissol,$2.49,$1.99,$0.50,0.2008
3 bread Ceasar Croutons,Grissol,$2.49,$1.99,$0.50,0.2008
3 Bread Plain Croutons,Grissol,$2.49,$1.99,$0.50,0.2008
Composed Sugar,Map-O-Spread,$2.49,$1.99,$0.50,0.2008
Lasagna Sauce,Gattuso,$2.49,$1.99,$0.50,0.2008
Pizza sauce,Gattuso,$2.49,$1.99,$0.50,0.2008
pizza Sauces,MIKES,$2.49,$1.99,$0.50,0.2008
Thick & Rich Original Pasta Sauce,Hunt's,$2.49,$1.99,$0.50,0.2008
Vegetable Cocktail Low Sodium Juice,V8,$2.49,$1.99,$0.50,0.2008
Aero Milk Multi 4 Pack Chocolate Bars,Nestle,$4.99,$3.99,$1.00,0.2004
All Bran Cereal,Kellogg's,$4.99,$3.99,$1.00,0.2004
All Purpose Cleaner,Attitude,$4.99,$3.99,$1.00,0.2004
Apple Crisp Müslix Cereal,Kellogg's,$4.99,$3.99,$1.00,0.2004
Arrabbiata Pasta Sauce,Sensations,$4.99,$3.99,$1.00,0.2004
Bottle Soft Drink,Coca-Cola,$4.99,$3.99,$1.00,0.2004
Cereal,Cheerios,$4.99,$3.99,$1.00,0.2004
Enviro Paper Towels,Sponge Towels,$4.99,$3.99,$1.00,0.2004
Honey Nut Cereal,Cheerios,$4.99,$3.99,$1.00,0.2004
Honey Nut Oat Crunch Cereal,Cheerios,$4.99,$3.99,$1.00,0.2004
Jumbo Olives,Unico,$4.99,$3.99,$1.00,0.2004
Marinara Pasta Sauce,Sensations,$4.99,$3.99,$1.00,0.2004
Multi Grain Crunch All Bran Cereal,Kellogg's,$4.99,$3.99,$1.00,0.2004
Muslix Almond Raisin Cereal,Kellogg's,$4.99,$3.99,$1.00,0.2004
Muslix Maple Raisin Nut Cereal,Kellogg's,$4.99,$3.99,$1.00,0.2004
Napkins,Signal,$4.99,$3.99,$1.00,0.2004
Orange Pekoe Tea Bags,King Cole,$4.99,$3.99,$1.00,0.2004
Pomodoro Pasta Sauce,Sensations,$4.99,$3.99,$1.00,0.2004
Reese's Peanut Butter Cups Mini Chocolate,Hershey's,$4.99,$3.99,$1.00,0.2004
Ricotta Pasta Sauce,Sensations,$4.99,$3.99,$1.00,0.2004
Water,Naya,$4.99,$3.99,$1.00,0.2004
Wonder Bones Chicken Medium Dog Treats,Milk Bone,$4.99,$3.99,$1.00,0.2004
Wonder Bones Chicken Small Dog Treats,Milk Bone,$4.99,$3.99,$1.00,0.2004
Kitchen Catcher Roomate Odour Guard Garbage Bags,Glad,$7.49,$5.99,$1.50,0.2003
Kitchen Regular Easy -Tie Febreze Fresh Clean Scen...,Glad,$7.49,$5.99,$1.50,0.2003
Kitchen Tall Easy-Tie Febreze Garbage Bags,Glad,$7.49,$5.99,$1.50,0.2003
Premium 70% Dark Chocolate,Baker's,$5.99,$4.79,$1.20,0.2003
Small Easy-Tie White Unscented Garbage Bags,Glad,$7.49,$5.99,$1.50,0.2003
White Tall Easy-Tie Unscented Garbage Bags,Glad,$7.49,$5.99,$1.50,0.2003
Pure Lard,Tenderflake,$9.99,$7.99,$2.00,0.2002
Multi Cat Cat Litter,Arm & Hammer,$14.99,$11.99,$3.00,0.2001
Original 100 Sheets 2 Ply Facial Tissue,Scotties,$14.99,$11.99,$3.00,0.2001
Plush Double 253 Sheets Bathroom Tissue,Compliments,$14.99,$11.99,$3.00,0.2001
Pure Basmati Rice,Tilda,$19.99,$15.99,$4.00,0.2001
25% Less Fat Luncheon Meat,Klik,$5.59,$4.49,$1.10,0.1968
Capelli D'Angelo Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Cheese Sticks,Compliments,$2.49,$2.00,$0.49,0.1968
Chewy Apple Fruit Crumble Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Chewy Banana Chocolate Chip Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Chewy Caramel Chocolate Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Chewy Chocolate Chip Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Chewy Fruit Crumble Raspberry Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Chewy Rocky Road Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Diced Tomatoes,Aylmer,$2.49,$2.00,$0.49,0.1968
Dipps Caramel Nut Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Dipps Chocolate Chip Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Dipps Cookies & Cream Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Dipps Peanut Butter Blast Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Dipps Rainbow Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Dipps Salted Butterscotch Crunch Granola Bars,Quaker,$2.49,$2.00,$0.49,0.1968
Energy Drink,Guru,$2.49,$2.00,$0.49,0.1968
Fettuccine Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Fusilli Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Klik Luncheon Meat,Maple Leaf,$5.59,$4.49,$1.10,0.1968
Linguine Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Penne Rigate Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Pennine Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Rigatoni Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Rotini Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Shells Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Spaghetti Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Spaghettini Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Tortiglioni Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Vermicelli Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
Wagon Wheels Pasta,Lancia,$2.49,$2.00,$0.49,0.1968
White Bite Size Round Tortilla Chips,Compliments,$2.49,$2.00,$0.49,0.1968
Yellow Corn Round Tortilla Chips,Compliments,$2.49,$2.00,$0.49,0.1968
Original Recipe Potato Chips,Miss Vickie's,$5.29,$4.25,$1.04,0.1966
Original Snack Mix,Munchies,$5.29,$4.25,$1.04,0.1966
Regular Potato Chips,Ruffles,$5.29,$4.25,$1.04,0.1966
Restaurant Style Tortillas Chips,Tostitos,$5.29,$4.25,$1.04,0.1966
Dried White Beans,Thompson,$3.69,$2.99,$0.70,0.1897
Dry Red Kidney Beans,Thompson,$3.69,$2.99,$0.70,0.1897
w/Seasalt Skipjack Tuna,Raincoast Global,$3.69,$2.99,$0.70,0.1897
Beef Onion Broth,Canton,$5.29,$4.29,$1.00,0.1890
Fondue Original 25% Less Salt Broth,Canton,$5.29,$4.29,$1.00,0.1890
ORIENTAL BROTH FONDUE,Canton,$5.29,$4.29,$1.00,0.1890
Original Broth,Canton,$5.29,$4.29,$1.00,0.1890
Red Wine Broth Fondue,Canton,$5.29,$4.29,$1.00,0.1890
manzanilla Olives,Habitant,$3.69,$3.00,$0.69,0.1870
manzanilla stuffed Olives,Gattuso,$3.69,$3.00,$0.69,0.1870
sour gherkins Pickles,Habitant,$3.69,$3.00,$0.69,0.1870
stuffed - less salt Olives,Habitant,$3.69,$3.00,$0.69,0.1870
Sweet Gherkins Pickles,Habitant,$3.69,$3.00,$0.69,0.1870
Sweet White Pickled Onions,Habitant,$3.69,$3.00,$0.69,0.1870
white onion Pickles,Habitant,$3.69,$3.00,$0.69,0.1870
Spring Water,Evian,$2.69,$2.19,$0.50,0.1859
Organic Smooth Peanut Butter,Maranatha,$6.49,$5.29,$1.20,0.1849
Bold BBQ Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Chile Limon Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Cool Ranch Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Flamin' Hot Nacho Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Jalapeno & Cheddar Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Nacho Cheese Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Nacho Picoso Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Spicy Nacho Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Sweet Chili Heat Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Zesty Cheese Tortilla Chips,Doritos,$4.29,$3.50,$0.79,0.1841
Orange Pekoe Tea Bags,King Cole,$9.79,$7.99,$1.80,0.1839
Ultra After Rain 96 Uses Laundry Detergent,Purex,$14.69,$11.99,$2.70,0.1838
Refried Pinto Beans,La Costena,$2.19,$1.79,$0.40,0.1826
Chicken Bouillon,Parador,$5.49,$4.49,$1.00,0.1821
Chocolate & Hazelnut Spread,Laura Secord,$5.49,$4.49,$1.00,0.1821
Cookie Butter Cookinotti,Penotti,$5.49,$4.49,$1.00,0.1821
Gourmet granola Aphrodisiac,La Fourmi Bionique,$5.49,$4.49,$1.00,0.1821
Granola Honey Maca Natural Cereal,Fourmi Bionique,$5.49,$4.49,$1.00,0.1821
Original Water,Zico,$5.49,$4.49,$1.00,0.1821
Bali Ocean Refill 2Pk Scented Oil,Airwick,$10.99,$8.99,$2.00,0.1820
Life Scents Forest Waters Scented Oil,Airwick,$10.99,$8.99,$2.00,0.1820
Life Scents Summer Delights Scented Oil,Airwick,$10.99,$8.99,$2.00,0.1820
Sweet Mango Refill 2Pk Scented Oil,Airwick,$10.99,$8.99,$2.00,0.1820
To Go Variety Pack Containers,Ziploc,$10.99,$8.99,$2.00,0.1820
Bottle Soda,Pepsi,$5.49,$4.50,$0.99,0.1803
Caffeine Free Diet Soft Drink,Pepsi,$5.49,$4.50,$0.99,0.1803
Diet Multipack Soft Drink,Pepsi,$5.49,$4.50,$0.99,0.1803
Diet Soda,Pepsi,$5.49,$4.50,$0.99,0.1803
Diet Soda,7Up,$5.49,$4.50,$0.99,0.1803
Ginger Ale Soft Drink,Schweppes,$5.49,$4.50,$0.99,0.1803
Lemon Iced Tea,Brisk,$5.49,$4.50,$0.99,0.1803
Max,Pepsi,$5.49,$4.50,$0.99,0.1803
Multipack Soft Drink,7Up,$5.49,$4.50,$0.99,0.1803
Multipack Soft Drink,Pepsi,$5.49,$4.50,$0.99,0.1803
Orange Soft Drink,Crush,$5.49,$4.50,$0.99,0.1803
PET Bottle Soda,7Up,$5.49,$4.50,$0.99,0.1803
Soda,Mountain Dew,$5.49,$4.50,$0.99,0.1803
Green Tea Bags,Lipton,$7.29,$5.99,$1.30,0.1783
Lemon Ginseng Green Tea,Lipton,$7.29,$5.99,$1.30,0.1783
Yellow Label Tea,Lipton,$7.29,$5.99,$1.30,0.1783
Chocolate Chip Cookies,Gogo Quinoa,$7.89,$6.49,$1.40,0.1774
HE Wld Flower 36 Use Laundry Detergent,Attitude,$8.49,$6.99,$1.50,0.1767
Ultra Half 2 Ply 63 Sheets Paper Towels,Compliments,$8.49,$6.99,$1.50,0.1767
Kalamata Sliced Olives,Unico,$3.99,$3.29,$0.70,0.1754
Sesame Bagel Crisps,New York Style,$3.99,$3.29,$0.70,0.1754
Skinless Boneless Salmon,Clover Leaf,$3.99,$3.29,$0.70,0.1754
Chlorophyll Gum,Excel,$1.19,$0.99,$0.20,0.1681
Juicy Fruit Singles Sugar Free 12 Piece Gum,Wrigley's,$1.19,$0.99,$0.20,0.1681
Original Fruit Candy,Skittles,$1.19,$0.99,$0.20,0.1681
Peppermint 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
Polar Ice 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
Spearmint 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
Strong Mint 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
White Bubblemint 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
White Spearmint 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
White Winterfresh 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
Winterfresh 12 Piece Gum,Excel,$1.19,$0.99,$0.20,0.1681
Alfredo Pasta Sauce Mix,Knorr,$1.79,$1.49,$0.30,0.1676
Caesar Croutons,Grissol,$2.39,$1.99,$0.40,0.1674
Garlic Croutons,Grissol,$2.39,$1.99,$0.40,0.1674
Regular Croutons,Grissol,$2.39,$1.99,$0.40,0.1674
1 Ply Napkins,Royale,$2.99,$2.49,$0.50,0.1672
Birthday Cake Rice Krispies Treats,Kellogg's,$2.99,$2.49,$0.50,0.1672
Blueberry 5 Pack Pastry Crisps,Kellogg's,$2.99,$2.49,$0.50,0.1672
Cat Litter Deodorizer,Arm & Hammer,$2.99,$2.49,$0.50,0.1672
Chicken Bouillon Cubes,Knorr,$2.99,$2.49,$0.50,0.1672
Classic Chicken Noodle Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Cookies N Cream 5 Pack Pastry Crisps,Kellogg's,$2.99,$2.49,$0.50,0.1672
Cookies 'N Creme Rice Krispies Treats,Kellogg's,$2.99,$2.49,$0.50,0.1672
Creamy Tomato Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Dairy Milk Chocolate Bar,Cadbury,$2.99,$2.49,$0.50,0.1672
Garden Minestrone Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Homestyle Rustico Lentil Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Horseradish,Kuehne,$2.99,$2.49,$0.50,0.1672
Ready To Eat Light Chicken Noodle Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Ready To Eat Light Cream Of Mushroom Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Ready To Enjoy Clam Chowder Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Ready To Serve Cream of Mushroom Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Ready To Serve Herbed Chicken with Rice Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Ready To Serve Italian Wedding Soup,Campbell's,$2.99,$2.49,$0.50,0.1672
Rice Krispie Rainbow Squares,Kellogg's,$2.99,$2.49,$0.50,0.1672
Rice Krispie Squares,Kellogg's,$2.99,$2.49,$0.50,0.1672
Rice Krispies M&M's Milk Chocolate Squares,Kellogg's,$2.99,$2.49,$0.50,0.1672
Rye & Oat Wholegrain Crispbread,Ryvita,$2.99,$2.49,$0.50,0.1672
Stir Fry Rice Noodles,Blue Dragon,$2.99,$2.49,$0.50,0.1672
Coffee Mate Original Coffee Cream,Nestle,$4.19,$3.49,$0.70,0.1671
French Vanilla Powder Coffee Whitener,Coffee Mate,$4.19,$3.49,$0.70,0.1671
Mini Tortilla Bowl,Old El Paso,$4.19,$3.49,$0.70,0.1671
